report-key|report-url|accidnet-classification|location|mine-type|mine-controller|mined-mineral|incident-date|location-processed|state|f-p-desc-of-accident
/data-reports/fatality-reports/2010/fatality-38-june-16-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-38-june-16-2010|Fall of Face, Rib, Side or Highwall|Clover Fork No 1, Kentucky|Coal|Arch Coal Inc|Coal (Bituminous)|2010-06-16T15:43:00-04:00|Kentucky|Kentucky|
/data-reports/fatality-reports/2010/fatality-10-june-12-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-10-june-12-2010|Slip or Fall of Person|OTTAWA PIT & PLANT, Minnesota|Metal and Non-Metal|S C R-Sibelco Nv|Crushed, Broken Sandstone|2010-06-12T14:20:00-04:00|Minnesota|Minnesota|
/data-reports/fatality-reports/2010/fatality-37-june-8-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-37-june-8-2010|Ignition or Explosion of Gas or Dust|Choctaw Mine, Alabama|Coal|Walters Minerals, Inc.|Coal (Bituminous)|2010-06-08T09:25:00-04:00|Alabama|Alabama|
/data-reports/fatality-reports/2010/fatality-9-may-28-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-9-may-28-2010|Explosives and Breaking Agents|Discovery Day Mine, California|Metal and Non-Metal|Trinity Alps Resources Inc.|Gold Ore|2010-05-28T20:25:00-04:00|California|California|"on the day of the accident, james s. bennett (victim) started work at 7:00 a.m., his normal start time. bennett went to the 13 east drift with ralph kuntz and michael engelke, miners, to set up to drill the next round in the heading. the crew drilled the round before lunch. after lunch, bennett and kuntz loaded the round. kuntz then left the area. about 8:00 pm, bennett lit the fuse and went to the inby bend in the 13 east drift to wait for the round to detonate. engelke went further down the drift toward the 72 crosscut. after the blast detonated, engelke walked to bennett and they discussed that the blast did not sound right. bennett and engelke waited for about 15 to 20 minutes before reentering the area. bennett was walking in the center of the drift, slightly ahead of engelke. when bennett was about 20 to 25 feet from the face, several of the still loaded holes detonated. both bennett and engelke were struck by broken rock and debris from the blast. they left the 13 east heading and started out of the mine, with bennett assisting engelke. bennett and engelke met kuntz in the b9 crosscut, who then walked with them out of the mine. the victims were treated and then life-flighted to a hospital in redding, california, where bennett died on may29, 2010. the cause of death was attributed to blunt force trauma. engelke was hospitalized and later released. 
 "
/data-reports/fatality-reports/2010/fatality-8-may-26-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-8-may-26-2010|Fall of Face, Rib, Side or Highwall|Pandora Complex, Utah|Metal and Non-Metal|International Uranium Corp|Uranium Ore|2010-05-26T06:35:00-04:00|Utah|Utah|"on the day of the accident, hunter diehl (victim), reported for work at 6:00 a.m., his normal starting time. he attended a safety meeting with 19 other miners. after the meeting diehl, thayn shumway, leadman, jessie wickham, leadman, and audren adams, miner, traveled together into the mine in a small utility vehicle. about 6:35 a.m., they stopped near the water tank area. wickham directed diehl to drive a 7-ton haul truck to the left heading of the 4500 left section and begin inspecting and scaling the area as needed. diehl went to the 4500 left section, parked the truck, and walked into the drift. a short time later a large section of the right rib fell and struck him. there were no witnesses to the accident. about 6:48 a.m., chris lawson, truck driver, was driving by the 4500 left heading when he noticed diehl signal for help using his cap lamp. lawson stopped and asked diehl if he was okay. diehl stated that he needed help. lawson used a telephone in the area to contact the surface and summon for emergency medical services. several miners arrived at the scene to assist and administer cardiopulmonary resuscitation (cpr). emergency medical services arrived at the mine and transported diehl to a local hospital where he was pronounced dead by the attending physician at 8:48 a.m. the cause of death was blunt force trauma. 
 "
/data-reports/fatality-reports/2010/fatality-7-may-24-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-7-may-24-2010|Machinery|U.S. Lime Company-St. Clair, Oklahoma|Metal and Non-Metal|United States Lime & Minerals Inc|Lime|2010-05-24T15:50:00-04:00|Oklahoma|Oklahoma|"on the day of the accident, wilbur a. farris (victim) arrived at the mine at 6:45 a.m., his usual arrival time. at 7:10 a.m., he conducted a safety meeting with the maintenance and quarry crews and discussed a variety of topics. at 7:30 a.m., farris distributed several work orders then went into the maintenance office. sometime during the morning, richard calhoun, operations manager, told joseph ziemba, maintenance man, that the roller mill was making an unusual noise. at 11:30 a.m., ziemba went to the second level of the fines building and asked richard livers, mill operator, to shut down the roller mill so he could check the rollers to determine if they needed oil. livers shut down the roller then followed ziemba to the first floor and observed him place a lock on the breaker box that controlled the rollers in the lower part of the mill. neither of them attempted to lock out the second floor power switch for the whizzer blades located in the upper part of the mill. the power to the mill rollers was not actually turned off when ziemba moved the breaker box handle to the ""off"" position because the linkage inside the breaker box door was missing. when ziemba pulled the handle to the ""off"" position, the circuit breaker was actually still in the ""on"" position. the breaker box defect was not visible with the breaker box door closed. at 1:45 p.m., farris and johnny drain, maintenance man, arrived at the roller mill to help troubleshoot it. ziemba had opened an observation door and an access door. he identified that some bolts inside the mill needed to be tightened. farris had livers remove ziemba's lock from the breaker box and start the roller mill to hear the noise. about 3:00 p.m., calhoun arrived at the roller mill while drain, farris, and ziemba were filling the lower oil reservoirs through the open observation door. he wanted to hear the noise so livers started the roller mill again. after livers stopped the roller mill, farris told him to lock it out and started through the open access door. at that time, drain was standing on the walkway overlooking the roller mill observation door, calhoun was standing nearby, and ziemba was heading toward his truck parked outside the fines building to get wrenches to tighten the loose bolts inside the roller mill. livers walked down to the first floor, where the breaker box was located, and moved the outside handle to the ""off"" position. however, when he attempted to place ziemba's lock, livers was unable to get the handle aligned properly to accept the lock so he did not place it on the handle. livers went back to the second floor, saw that farris was inside the mill, and yelled down to ziemba that he needed help locking out the breaker box. before ziemba came back into the fines building, livers went downstairs and made another attempt to lock the breaker box. he was again unsuccessful and started back to the second floor. livers met ziemba at the top of the stairs inside the fines building, spoke to him briefly, and walked toward the roller mill controls. about 3:50 p.m., the roller mill started. at that time, ziemba had descended the stairs, drain was still standing near the roller mill, and calhoun was standing nearby. drain ran toward the mill controls and saw that livers had already turned it off. after running back to the front of the mill, drain called the scale house and katrenia thirsty, scale operator, called for emergency medical services (ems), who arrived at the mine at 4:17 p.m. at 4:25 p.m., ems looked into the roller mill and noted that farris was deceased. the cause of death was attributed to blunt force trauma. investigation of the accident on the day of the accident, the mine safety and health administration (msha) was notified at 4:01 p.m. by a telephone call from dennis johnson, safety director, to msha's emergency hotline. fred gatewood, assistant district manager, was notified and an investigation was started the same day. in order to ensure the safety of all persons, an order was issued pursuant to section 103(j) of the mine act. this order was later modified to section 103(k) of the mine act when the first authorized representative arrived at the mine. a 104(a) citation was issued because management would not provide information regarding the accident. msha's accident investigation team traveled to the mine, made a physical inspection of the accident scene, interviewed employees, and reviewed documents and work procedures relevant to the accident. msha conducted the investigation with the assistance of mine management, employees, baldor electric company, and kelly power services. a 104(a) citation was issued to u. s. lime because management hindered the investigation. 
 "
/data-reports/fatality-reports/2010/fatality-6-may-14-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-6-may-14-2010|Exploding Vessels Under Pressure|Knoxville Cement Plant Cemex Inc, Tennessee|Metal and Non-Metal|Cemex S A|Cement|2010-05-14T08:20:00-04:00|Tennessee|Tennessee|
/data-reports/fatality-reports/2010/fatality-5-may-5-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-5-may-5-2010|Machinery|Brierfield Quarry, Alabama|Metal and Non-Metal|Lhoist Group|Crushed, Broken Limestone NEC|2010-05-10T11:00:00-04:00|Alabama|Alabama|"on the day of the accident, cody dean (victim) reported to work at 7:00 a.m., his normal starting time. prior to the start of shift, a coworker, donald deason, lead drill operator, called randy couch, supervisor, to report that both employees were at the mine site and ready to start drilling. dean and deason drove to the work area of the pit, referred to as zone 6, to begin their work day. they measured out the drill patterns for the shot and then began drilling. two drills were being used. dean was operating a rubber-tired, truck mounted drill and deason was operating a track mounted drill. each driller was responsible for drilling a section of the pattern to prepare the area for a blast. they worked without incident until 11:00 a.m. at that time, deason was operating his track mounted drill and completed a hole. deason moved the drill to start drilling the next hole when he noticed that the drill dean had been operating was in a spoil area outside the drill area. he saw dean lying on the ground and then called for help on his radio. rogers heard the call for help and called for emergency medical services (ems). he sent josh gauthier, mining engineer, to assist deason while he provided information to the ems. deason went to dean and found him unresponsive. dawn thornhill, equipment operator, was operating a road grader in the area and heard deason call on the radio. she arrived at the scene and began cardiopulmonary resuscitation (cpr). deason shut off his drill and then went to shut off dean's drill that was still operating. gauthier arrived to assist but efforts to revive dean were not successful. ems and downey megee, shelby county coroner, arrived at the site at 12:05 p.m. dean was pronounced dead at 1:05 p.m. the cause of death was attributed to blunt force trauma. 
 "
/data-reports/fatality-reports/2010/fatality-36-may-10-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-36-may-10-2010|Powered Haulage|Ruby Energy, West Virginia|Coal|Massey Energy Company|Coal (Bituminous)|2010-05-10T10:56:00-04:00|WestVirginia|WestVirginia|"on monday, may 10, 2010, at 7:00 a.m., the no. 1 section crew, consisting of jeffery chapman, section foreman, james erwin and jason thomas, continuous mining machine operators, kenneth daily and christopher miller, roof bolting machine operators, gregory williams and dave runyon, shuttle car operators, thomas gooslin, electrician, and chris fluty, trainee, started their shift. the crew entered the mine at the scarlet portal and traveled to the no. 1 section via a rail-mounted personnel carrier. the crew arrived on the section at 7:15 a.m., and began preventative maintenance servicing of the equipment and preparing for production. upon completion of preparation work, they began the mining process. normal mining was conducted with three cuts of coal mined in the first four hours of the shift. this section is referred to as a ""walking section."" the left side continuous mining machine was mining the no. 2 left crosscut and the no. 4 entry. after the left side mining was completed, the right side continuous mining machine mined the no. 6 right crosscut. at 11:00 a.m., the right side continuous mining machine, operated by erwin, started mining the no. 7 entry. runyon and williams operated the shuttle cars, which were changing out one crosscut inby the loading point in the no. 5 entry. this allowed the shuttle cars to travel to the continuous mining machine at the second line of crosscuts outby the face. shortly after completing mining in the no. 7 entry, while erwin was starting to move the continuous mining machine to the next cut, the section experienced a power outage at approximately 11:57 a.m. during the power outage, the crew worked on the construction of a permanent stopping in the crosscut between the no. 5 and 6 entries, one crosscut outby the last open crosscut. this stopping was to be used later to separate the primary intake escapeway from the conveyor belt entries. the power was restored to the section at approximately 12:20 p.m. while the power was off, draw rock fell in the unsupported portion of the no. 7 entry. this prevented the roof bolting machine from entering the area to install roof support. erwin informed williams that the area of the fall would have to be cleaned. with the stopping installed in the crosscut between the no. 5 and no. 6 entries, the haul road previously used at the 2nd open crosscut was blocked. this required the shuttle cars to use the last open crosscut and travel through ventilation fly pads installed at the mouth of the no. 7 entry. when williams went through the fly pads into the no. 7 entry, erwin positioned himself in the intersection. once the shuttle car was in the entry and under the continuous mining machine, erwin went into the entry, stood along the right rib and loaded the car using his mining machine remote control unit. as the shuttle car left the entry, erwin stayed in the entry near the continuous mining machine. a second shuttle car load was needed to clean the area and williams returned with his shuttle car. erwin again positioned himself in the intersection as the shuttle car traveled into the entry. when the shuttle car was under conveyor boom of the continuous mining machine, erwin went back into the entry to load the car. after the shuttle car was loaded, erwin signaled williams, ""that was all,"" and positioned himself along the right rib. williams thought erwin was in a safe location and started tramming his shuttle car out of the area. see appendix c. while william's shuttle car was being loaded, miller came to the no. 7 entry to see if the place was ready for the roof bolting machine. as the shuttle car was leaving the area, miller saw erwin take what was described as a step and a half at a 45 degree angle, toward the continuous mining machine. the shuttle car either caught or pushed erwin into the rib. miller immediately yelled for the shuttle car to be stopped. when it was stopped, miller went to the shuttle car and discovered erwin pinned against the rib. the shuttle car was moved forward, towards the continuous mining machine, to free him. after erwin was freed, other members of the crew learned of the accident. first aid supplies and a battery powered personnel carrier were taken to the accident scene. first aid was administered by the crew and erwin was transported to the end of the track on the section. he was loaded on a rail-mounted personnel carrier and transported to the mouth of the section by chapman, dailey, and runyon. at the mouth of the section, erwin was transported to the surface and cared for by eugene vance, mine foreman and tim dingess, maintenance foreman. on the surface, erwin was transported by s.t.a.t. ambulance service to belo, west virginia, and then air lifted by health net to st. marys hospital, located in huntington, west virginia. on friday, may 21, 2010, erwin died while hospitalized from injuries caused by the accident. 
 "
/data-reports/fatality-reports/2010/fatality-34-35-april-28-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-34-35-april-28-2010|Fall of Roof or Back|Dotiki Mine, Kentucky|Coal|Alliance Resource Partners LP|Coal (Bituminous)|2010-04-28T22:00:00-04:00|Kentucky|Kentucky|on wednesday, april 28, 2010, at approximately 3:00 p.m., prior to entering the mine, the second shift crew for the no. 6 working section met with the rest of the second shift miners in a group safety meeting held by mine management.  after the meeting, the second shift crew entered the mine and traveled to the section located in the 2nd southeast panel to relieve the day shift crew.  brian perdue, section foreman, held another safety meeting with the crew at the dinner shack prior to the miners starting production.  production began at approximately 3:45 p.m.  travis and carter assumed their normal duties of operating the right side continuous mining machine in entries 0 through 3 left crosscut.  this is a split air working section with a mechanized mining unit set up on both the left side and right side of the working section.  each side has one continuous mining machine, one roof bolting machine and two shuttle cars.  travis and carter had cut 1 left crosscut when the 36 b belt pulled apart, interrupting production at approximately 4:29 p.m.   personnel from the section, including carter, were sent to help with the belt repair.  after the belt was repaired, production resumed at approximately 6:22 p.m.  travis and carter mined a 20 foot cut in the no. 0 entry, opened 3 left crosscut and mined the face of no. 3 entry approximately 38 feet in depth.travis and carter were in the process of moving to the next proposed cut in no. 2 left crosscut when draw rock (approximately 6 to 12 inches thick) fell in the unbolted face of the no. 3 entry.  the fall was reported by jeremy teague and james gibson, shuttle car operators on the right side.  travis informed both teague and gibson that he was going to clean up the rock to help the roof bolting machine operators.  travis and carter cleaned up the right side of the no. 3 entry and had set up to complete loading rock on the left side when the accident occurred at approximately 10:00 p.m.  meanwhile, gibson left the feeder and stopped two crosscuts outby the face in no. 3 entry to allow teague to enter the entry with his shuttle car from the crosscut between the no. 2 and no. 3 entries.  gibson stated that he was looking at the face when he saw the methane monitor on the mining machine and the two cap lights of the miner operator and helper go “black.”  teague proceeded into the no. 3 entry, where he encountered dust from an apparent roof fall.  he got out of his shuttle car and observed the roof fall on the continuous mining machine cable.  teague ran to the no. 3 left crosscut, in hope that travis and carter had escaped to safety.  after not seeing travis or carter, teague called for perdue to come to the no. 3 entry.  gibson observed teague running and calling for perdue over the radio.  gibson, along with r.j. oliver and quentin white, the right side roof bolting machine operators, ran toward the face of the no. 3 entry, where they observed teague pulling rock from the fall by hand.  white notified the other section crew members of the accident (see drawing of accident site, page 1).    david brown, mine foreman, had just arrived on the section, when he was notified of the accident.  brown instructed jason bratcher, section mechanic, to call outside and have someone notify all appropriate authorities and company officials.  bratcher was then assigned to monitor the mine phone and all communication systems on the section to relay accurate information and to facilitate the rescuers’ needs.
/data-reports/fatality-reports/2010/fatality-33-april-22-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-33-april-22-2010|Machinery|Beckley Pocahontas Mine, West Virginia|Coal|International Coal Group, Inc.|Coal (Bituminous)|2010-04-22T23:15:00-04:00|WestVirginia|WestVirginia|" 
	on thursday, april 22, 2010, john king (victim) started the second shift at approximately 3:30 p.m. the coal crews, mmu 001 and 004, traveled to the mine floor by elevator and then to the no. 2 section on rubber tired mantrips. upon arrival on the section at approximately 4:00 p.m., kevin torres, foreman, and bruce brown, assistant section foreman, conducted on-shift examinations of the working faces. after completing the examinations, torres had several conversations with different individual crews, including the bolt crew, hauler crew, and the continuous miner crew. 
	brown came upon torres talking to the bolt crew and he spoke with john king, discussing the mining cut cycle for the day. brown instructed king to mine in the no. 5 left entry and to ramp up to cut extra height for a future belt drive. this process took two hours and ten minutes to complete before moving to the next coal face. 
	king continued to mine coal from in the nos. 6 left, 8 right, 5 left and 6 left faces. after he finished mining in the no. 6 left crosscut, king received instructions from brown to move the off standard, continuous miner, to the no. 8 left crosscut. brown was positioned in the no. 5 left crosscut, where extra continuous miner cable was present, to watch and signal when the remaining machine cable slack was used. lewis eads, hauler operator, had walked to the no. 7 entry and was rolling up check fly pads, preparing for the haulers to travel to and from the continuous miner. alan christian, hauler operator, was positioned between brown and king, watching for brown to signal with his cap light when the continuous miner was out of cable slack. christian was also watching the cable behind the continuous miner with king. 
	with christian watching, king used the remote control unit to move the continuous miner toward no. 8 crosscut and looked back at brown for a signal when christian noticed the slack had stopped moving and heard king yelling for help. christian immediately looked back at king and saw that the conveyor boom of the continuous miner had him pinned against the coal rib. king told christian to get if off of him. at the same time, eads had heard king yelling for help and ran to the continuous miner. eads saw christian trying to move king away from the boom when he noticed that the rope used for pulling slack cable and continuous miner cable had become entangled with king against the coal rib. christian cut the rope, allowing king freedom of movement. eads placed the remote control unit on the continuous miner boom and both men took king by his arms and laid him on his right side against the coal rib. 
	christian instructed eads to stay with king while he went to get help. brown was notified by christian that king had been injured by the continuous miner boom. christian immediately went to the phone and notified the mine dispatcher that a man was hurt and they needed transportation. christian went to the power center, obtained the first aid kit and returned to king's location. 
	brown went for more help immediately after being notified of the accident. kevin torres, section foreman, and ron king, section electrician/emt, were at the feeder when emery perdue, equipment operator, who had heard about the accident, notified them of the accident, at approximately 11:11 p.m. both men ran to the location where the victim was lying. brown, christian, and eads were attending to john king's needs when both men arrived. torres instructed several men, corey wills and danny brown, roof bolter operators, to retrieve the first aid kits, a mantrip, and to go to a phone and call the dispatcher. 
	ron king, torres, and wills, placed john king onto a backboard, administered oxygen, applied a c-collar, and loaded him onto a mantrip. the victim was accompanied to the surface by torres, ron king, and wills attending to him while david lafferty and doug hampton operated the mantrip. jan care ambulance service arrived at 11:23 p.m., and waited for john king to be brought out of the mine. john king arrived on the surface at approximately 11:40 p.m. the ambulance left the mine site and arrived at raleigh general hospital at 11:59 p.m., april 22, 2010. he was then flown to charleston area medical center (camc) by health net. king received several surgeries before he died at 11:40 a.m., on april 23, 2010. 
	 "
/data-reports/fatality-reports/2010/fatality-32-april-11-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-32-april-11-2010|Machinery|MC#1 Mine, Illinois|Coal|Coalfield Transport Inc|Coal (Bituminous)|2010-04-11T15:30:00-04:00|Illinois|Illinois|"on april 11, 2010, ray oney (victim) reported to work at the mine fan construction site at his normal start time of 7:00 a.m. oney and three other coalfield employees installed the return-air duct portion of the mine fan housing. this air duct is rectangular and is installed over the return side of the dual compartment air shaft. the top of the air duct is approximately 12 feet above the ground. the crew then assembled a set of metal stairs called a ""stair stringer."" the stair stringer was approximately 16-feet long and was being installed from the ground to the top of the fan housing. once assembled, the stair stringer was attached to the headache ball/hook on the truck-mounted crane using two 10-foot nylon slings. the slings were attached at the midpoint of the stair stringer. andrew midkiff, working lead man, then used the crane to swing the stair stringer into place against the fan housing. an articulating-boom manlift was used to provide access to the top of the fan housing. jason crotts, journeyman ironworker, was in the basket of the manlift. when the top step of the stair stringer was level with the top of the fan housing, crotts clamped it to the fan housing using two locking c-clamps. the bottom of the stair stringer was set on a 6x6 inch timber. oney checked the stair treads for leveling and found that the treads were tilted toward the fan house, indicating that the bottom of the stair stringer was too high. to level the treads, the crew decided to remove the 6x6 inch timber and replace it with a 4x4 inch timber. crotts disconnected the nylon slings from the stair stringer. midkiff rotated the crane boom so the nylon slings could be reattached near the bottom of the stair stringer. oney reconnected the slings to the stair stringer approximately 36 inches from the bottom. oney was standing at the bottom of the stairs holding the handrails in a position described as if he were about to climb the stairs. midkiff began hoisting the bottom of the stair stringer with the crane so the 6x6 inch timber could be removed. just as he hoisted the bottom of the stairs, the top of the stairs began sliding down the side of the fan housing. because the attached slings acted as a fulcrum, the bottom of the stairs pivoted up at the same time. this caused the stair stringer to move away from the fan housing and elevate upward simultaneously. the movement of the stair stringer pushed oney backward. the movement of the stair stringer was in line with the boom of the manlift. oney was pushed by the stair stringer until he contacted the manlift, a distance of approximately eight feet. as he was backed against the manlift, oney was struck in the chest by the bottom step of the stair stringer. he walked approximately ten feet from the location of the accident and fell to the ground. upon witnessing the accident, midkiff immediately lowered the stair stringer to the ground. he ran to the victim and began rendering first aid. crotts lowered the manlift basket to the ground. he ran to the nearby conex trailer, retrieved his cell phone, and called 911. personnel from cardinal ems arrived and began medical treatment on the victim. the victim was transported by ambulance to franklin hospital in benton, illinois, where he was pronounced dead at 4:15 p.m. 
 "
/data-reports/fatality-reports/2010/fatality-3-through-31-april-5-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-3-through-31-april-5-2010|Ignition or Explosion of Gas or Dust|Upper Big Branch Mine-South, West Virginia|Coal|Massey Energy Company|Coal (Bituminous)|2010-04-05T15:02:00-04:00|WestVirginia|WestVirginia|
/data-reports/fatality-reports/2010/fatality-4-march-24-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-4-march-24-2010|Falling, Rolling, or Sliding Rock or Material of Any Kind|Cayuga Mine, New York|Metal and Non-Metal|Cargill Inc|Salt|2010-03-24T18:00:00-04:00|NewYork|New York|"on the day of the accident, rolland f. clark (victim) reported for work at 12:00 p.m. david r. costley (injured miner) reported for work at 2:00 p.m. both persons reported at their normal starting times. clark was to haul salt from the salt bin to a stockpile area. costley worked from the operator's booth located on an elevated deck of the salt bin support structure. at about 6:00 p.m., clark positioned his tri-axle dump truck under the bin to be loaded. when costley opened the hydraulic gates to load the truck, the steel connections on the southeast corner of the bin failed and the bin fell on top of the truck, trapping him inside of the truck's cab. the control booth fell to the ground, trapping costley. craig card, front-end loader operator, and vincent poole, production supervisor, pulled costley from the debris and placed him on the ground at the north/west side of the structure. adam s. leonard, contract truck driver, observed the collapse and immediately radioed for help. card and poole responded and called for emergency medical assistance. card and poole aided costley until emergency medical assistance arrived; however, they did not approach clark because the structure was unstable. they attempted to communicate with clark but did not receive a response. at 6:25 p.m., emergency medical assistance arrived. costley was life-flight to a near by hospital. efforts to contact clark were unsuccessful. the unstable, collapsed bin and related structures prevented immediate rescue. efforts continued to reach clark until they were halted on the evening of march 25, 2010, due to darkness and weather conditions. the next morning, front-end loaders were used to attempt removing the belt conveyor. this method was unsuccessful so a 60 ton and 90 ton crane were used to finish removing the structure and the salt bin. after the conveyor system and bin support structure were removed, the salt had to be removed from the bin. approximately 116 tons of salt were removed by vacuum truck. once the bin was emptied, lifting beams were installed to lift the bin and it was removed from the truck. the recovery efforts were completed on march 28, 2010, when clark was removed from the truck. at 1:54 p.m., he was pronounced dead by the county medical examiner. death was attributed to trauma. 
 "
/data-reports/fatality-reports/2010/fatality-2-january-26-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-2-january-26-2010|Powered Haulage|Tehachapi Plant, California|Metal and Non-Metal|Heidelberg Cement AG|Cement|2010-01-26T11:17:00-05:00|California|California|"on the day of the accident, henry stewart (victim,) started work at 7:00 a.m., his normal starting time. between 7:00 a.m. and 10:45 a.m., stewart was engaged in several different meetings and work tasks. at approximately 10:45 a.m., stewart was seen walking in the temporary dump site area by a west coast bulk driver who was unloading material there. about 11:10 a.m., a truck driven by steve purschner, and another, driven by frank carmonia, entered the temporary dump site. this circular dump was being used because the conditions at the adjacent primary dump site were wet and muddy. purschner started unloading material while carmonia parked and waited outside of the dump site. rito cervantes, quarry lube man, drove past stewart on his way to the shop. cervantes noticed that stewart was facing away from carmonia's trailers, standing approximately three feet away from the gap between the front and rear trailers and was holding a cell phone. about 11:17 a.m., as purschner drove away from the dump site and began to pass carmonia's truck, he saw stewart standing between the trailers of carmonia's unit as the truck pulled forward. purschner tried to radio carmonia to stop. by the time carmonia stopped, stewart had already been run over by the left front wheels of the rear trailer of the unit. emergency medical personnel were notified. the kern county sheriff and coroner pronounced the victim dead at the scene. death was attributed to blunt force trauma. 
 "
/data-reports/fatality-reports/2010/fatality-2-january-22-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-2-january-22-2010|Fall of Face, Rib, Side or Highwall|Abner Branch Rider, Kentucky|Coal|James River Coal Company|Coal (Bituminous)|2010-01-22T09:15:00-05:00|Kentucky|Kentucky|"on friday morning january 22, 2010, at approximately 7:00 a.m., six members of the day shift production crew, under the direction of paul bentley, section foreman, entered the mine via rail mantrip. they arrived on the 001 mechanized mining unit (mmu) at approximately 7:30 a.m. four members of the crew were already on the section, having begun work at 5:00 a.m. to perform roof bolting operations. upon arrival, bentley began conducting an on-shift examination of the section and the remainder of the crew began normal production operations. at approximately 8:30 a.m., travis brock (victim), continuous miner operator, trammed the miner to the face of the #3 heading. after completing the cut, brock backed the continuous miner just outby #34 crosscut. the roof bolting machine, which was on cycle to bolt the completed cut, was in the #2 heading. before it could be trammed to the #3 heading, a 10 to 12 inch offset in the floor of the #3 left crosscut needed to be trimmed and the crosscut cleaned. after changing 4 or 5 bits on the mining machine, brock began to trim and clean the crosscut. bentley and daniel nantz, roof bolter operator, were standing at the edge of the #3 right crosscut. as brock began backing up the miner, bentley heard rib rock fall. looking toward the miner and not seeing brock, bentley and nantz went to check on him. the continuous miner and bridge units suddenly lost power and jerry hawkins, front bridge carrier operator, observed bentley and nantz rushing towards the continuous miner. hawkins and james sizemore, outby bridge carrier operator, went to investigate. bentley and nantz found brock pinned underneath two sections of the fallen rock, behind the continuous miner. with assistance from hawkins, sizemore, and jerry caldwell, roof bolter operator, the portion of broken rock that struck brock was removed and he was placed on a backboard. james lawson, face belt attendant, called outside and notified june turner, surface dispatcher, of the occurrence of a serious injury. first aid was administered by caldwell, a mine emergency technician. brock was then carried to the #3 right area at #33 crosscut and placed in the bucket of the simmons-rand 602 scoop. he was transported in the scoop to the end of the track at #12 crosscut on 8 mains and placed on the rail mantrip. accompanied by james noble, also a mine emergency technician, brock was transported to the surface where he was pronounced dead at 11:10 a.m. by jimmy couch, assistant deputy coroner. 
 "
/data-reports/fatality-reports/2010/fatality-1-january-9-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-1-january-9-2010|Falling, Rolling, or Sliding Rock or Material of Any Kind|Freeport McMoRan Miami Inc, Arizona|Metal and Non-Metal|Freeport-McMoRan Inc|Copper Ore NEC|2010-01-09T09:00:00-05:00|Arizona|Arizona|on the day of the accident, estevan r. benavidez (victim), reported for work at 6:30 a.m., his normal starting time. he attended a general safety meeting and a job specific safety meeting. kevin frantti, foreman, assigned benavidez and michael geil, laborer, to cut a 700-foot long section of high density polyethylene (hdpe) pipe in half, and then fuse a section of the pipe to a previously installed pipe elbow.about 9:00 a.m., benavidez, geil, frantti, w. james marriage, equipment operator; steven engles, equipment operator; and gabriel garcia, mechanic, began the process of installing a 400-foot section of 24-inch diameter hdpe pipe into the no. 27 reservoir. this pipe was being placed next to two other pipes which had been recently installed.two excavators positioned 225 feet apart were used to install the pipe into the reservoir. one excavator was positioned near the reservoir spillway and supported the pipe. the other excavator pushed the pipe down the declining spillway and into the pond from the far end of the 400-foot section of pipe. to facilitate installation, the pipe being installed was placed onto the top of an adjacent pipe which had been previously installed. about 114 feet of the pipe had been pushed down the spillway when it became jammed and would not move any further.frantti, geil, and benavidez placed three choker-type tag lines on the pipe to remove it from the top of the adjacent pipe. frantti was about eight feet from the east end of the pipe and benavidez was about four feet from the same end. geil was at the end of the pipe. benavidez used an eight foot long strap to pull on the pipe. the strap was rigged as a choker providing benavidez about six inches of tag line.as the pipe was pulled, it suddenly shifted, striking frantti, and knocking him several feet backward but he was not injured. the pipe also struck benavidez, knocking him to the ground, and landing on his torso and chest. an excavator was then used to free benavidez.an emergency response team from freeport mcmoran miami inc., was summoned and responded to the accident site. emergency medical services transported benavidez to the local hospital helicopter launch pad. he was then transported by medical helicopter to a medical center where he was pronounced dead by the attending physician at 1:10 p.m. the cause of death was blunt force trauma.
/data-reports/fatality-reports/2010/fatality-3-march-22-2010|https://www.msha.gov/data-reports/fatality-reports/2010/fatality-3-march-22-2010|Other|UNIMIN CORPORATION OREGON IL PLA, Illinois|Metal and Non-Metal|S C R-Sibelco Nv|Crushed, Broken Sandstone|2010-01-04T00:00:00-05:00|Illinois|Illinois|
